Borough Name,BIN Number,Permit Expiration Date,Permit Issuance Date,Permit Number,Permit Type,Permit Status,Job Number,Job Type,Horizontal Enlargement Flag,Vertical Enlargement Flag,Current Job Status Description,Total Construction Floor Area,Proposed Dwelling Units,Proposed Stories,Estimated Job Cost,Job Location Street Name,Block,Lot,Community Board,Applicant Business Name,Latitude Point,Longitude Point
QUEENS,4623711,7/22/2022,9/9/2021,Q00517443-S3-FN,,Permit Issued,Q00517443-S3,New Building,,,Permit Entire,2500.0,2,3,3000.0,362 BEACH   47 STREET  QUEENS,15838,25,414,YAFE MEOD CORP,40.59524,-73.77794
QUEENS,4623713,5/11/2022,10/8/2021,Q00514372-I1-GC-CX,,Permit Issued,Q00514372-I1,New Building,,,Permit Entire,2097.0,2,2,5000.0,158-33 77 ROAD  QUEENS,6827,13,408,DAJ EMR LLC,40.72308,-73.80978
QUEENS,4623715,5/2/2022,8/9/2021,Q00519598-I1-GC-CX,,Permit Issued,Q00519598-I1,New Building,,,Permit Entire,398.0,0,1,10000.0,21-20 GAR FRANCIS LEWIS BOULEVARD  QUEENS,4878,1,407,TT&T CONSTRUCTION INC,40.77835,-73.80183
QUEENS,4623718,5/2/2022,11/12/2021,Q00518770-I1-GC-CX,,Permit Issued,Q00518770-I1,New Building,,,Permit Entire,300.0,1,1,10000.0,56-28 GAR 230 STREET  QUEENS,7514,42,411,TT&T CONSTRUCTION INC,40.75457,-73.75034
QUEENS,4623783,8/12/2022,10/13/2021,Q00546848-I1-GC-CX,,Permit Issued,Q00546848-I1,New Building,,,Permit Entire,200.0,0,1,40000.0,63-24 GAR 254 STREET  QUEENS,8375,18,411,GOLDEN TIME CONTRACTING I,40.7558,-73.72435
QUEENS,4623794,3/2/2022,12/27/2021,Q00553248-I1-GC-CX,,Permit Issued,Q00553248-I1,New Building,,,Permit Entire,240.0,0,1,50000.0,160-28GAR 73 AVENUE  QUEENS,6833,36,408,SPLEN CONSTRUCTION INC,40.7273,-73.80769
QUEENS,4623797,3/16/2022,10/12/2021,Q00523477-I1-GC-CX,,Permit Issued,Q00523477-I1,New Building,,,Permit Entire,400.0,0,1,30000.0,192-04 GAR 90 AVENUE  QUEENS,10448,1,412,CUSTOMBUILT HOMES INC,40.71351,-73.76818
QUEENS,4623810,7/22/2022,12/23/2021,Q00556012-S1-FN,,Permit Issued,Q00556012-S1,New Building,,,Permit Entire,3748.5,2,3,3000.0,493 BEACH   45 STREET  QUEENS,15968,65,414,YAFE MEOD CORP,40.59821,-73.77711
QUEENS,4623833,3/1/2022,8/30/2021,Q00557052-S3-FN,,Permit Issued,Q00557052-S3,New Building,,,Permit Entire,3750.0,2,3,3000.0,545 BEACH   68 STREET  QUEENS,16035,64,414,KAIETEUR CONSTRUCTION INC,40.59616,-73.79782
QUEENS,4623848,6/30/2022,1/7/2022,Q00563411-I1-GC-CX,,Permit Issued,Q00563411-I1,New Building,,,Permit Entire,200.0,1,1,5000.0,259-20GAR 80 AVENUE  QUEENS,8715,41,413,ROYAL BUILDERS GROUP INC,40.74472,-73.71175
QUEENS,4623849,6/30/2022,1/9/2022,Q00564862-I1-GC-CX,,Permit Issued,Q00564862-I1,New Building,,,Permit Entire,200.0,1,1,5000.0,259-16 GAR 80 AVENUE  QUEENS,8715,39,413,ROYAL BUILDERS GROUP INC,40.74456,-73.7113
QUEENS,4623853,8/5/2022,10/15/2021,Q00564569-I1-GC,,Permit Issued,Q00564569-I1,New Building,,,Permit Entire,649.0,0,1,15000.0,66-35GAR 79 STREET  QUEENS,3069,17,405,DMA CONTRACTING INC,40.71476,-73.87398
QUEENS,4623878,5/11/2022,10/19/2021,Q00588782-I1-GC-CX,,Permit Issued,Q00588782-I1,New Building,,,Permit Entire,300.0,0,1,15000.0,158-33 GAR 77 ROAD  QUEENS,6827,13,408,DAJ EMR LLC,40.72308,-73.80978
QUEENS,4623902,3/24/2022,12/27/2021,Q00576574-S1-MS,,Permit Issued,Q00576574-S1,New Building,,,Permit Entire,3120.0,2,2,20000.0,125-07 133 AVENUE  QUEENS,11763,6,410,SATGUR CONSTRUCTION  INC,40.67137,-73.81347
QUEENS,4623906,9/11/2022,10/28/2021,Q00577949-I1-GC-CX,,Permit Issued,Q00577949-I1,New Building,,,Permit Entire,199.5,0,1,28000.0,87-14 GAR 250 STREET  QUEENS,8642,28,413,STELLAR INDUSTRIES INC,40.73,-73.71609
QUEENS,4623908,1/21/2022,9/10/2021,Q00572918-I1-GC,,Permit Issued,Q00572918-I1,New Building,,,Permit Entire,200.0,1,1,20000.0,63-27 GAR 253 STREET  QUEENS,8375,46,411,L&L CONSTRUCTION DEVELOP,40.75568,-73.72468
QUEENS,4623917,3/24/2022,12/21/2021,Q00582912-I1-GC-CX,,Permit Issued,Q00582912-I1,New Building,,,Permit Entire,300.0,0,1,30000.0,125-07 GAR 133 AVENUE  QUEENS,11763,6,410,SATGUR CONSTRUCTION  INC,40.67137,-73.81347
QUEENS,4623926,8/23/2022,9/13/2021,Q00584984-I1-GC,,Permit Issued,Q00584984-I1,New Building,,,Permit Entire,300.0,2,1,15000.0,40-12 GAR 217 STREET  QUEENS,6304,12,411,JD ARCH LLC,40.7647,-73.76614
QUEENS,4623929,5/24/2022,9/24/2021,Q00575475-I1-GC,,Permit Issued,Q00575475-I1,Alteration CO,Yes,,Permit Entire,398.0,2,1,0.0,137-17 GAR 131 AVENUE  QUEENS,12073,418,412,EMPIRE & R GENERAL CONSTR,40.67088,-73.79994
QUEENS,4623930,2/18/2022,1/14/2022,Q00591736-I1-GC-CX,,Permit Issued,Q00591736-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,3494.0,1,2,1020400.0,146-16 NEPONSIT AVENUE  QUEENS,16303,39,414,BNA SERVICES INC,40.57141,-73.86291
QUEENS,4623944,8/14/2022,1/18/2022,Q00591810-I1-GC-CX,,Permit Issued,Q00591810-I1,New Building,,,Permit Entire,305.0,0,1,30500.0,47-40 GAR 198 STREET  QUEENS,5617,55,411,HORIZONS ADVENTURE CONST*,40.7519,-73.78219
QUEENS,4623967,3/3/2022,11/22/2021,Q00601854-I1-GC-CX,,Permit Issued,Q00601854-I1,New Building,,,Permit Entire,240.0,0,1,5000.0,56-15 GAR 229 STREET  QUEENS,7514,20,411,NY CC CONSTRUCTION CORP,40.7547,-73.75086
QUEENS,4624002,7/1/2022,12/28/2021,Q00609143-I1-ST,,Permit Issued,Q00609143-I1,New Building,,,Permit Entire,320.0,0,1,25000.0,14-15 GAR 209 STREET  QUEENS,5863,382,407,3T GC LLC,40.78619,-73.78315
QUEENS,4624020,5/2/2022,11/1/2021,Q00615024-I1-GC-CX,,Permit Issued,Q00615024-I1,New Building,,,Permit Entire,300.0,0,1,15000.0,23-40 GAR 92 STREET  QUEENS,1085,28,403,TT&T CONSTRUCTION INC,40.76681,-73.87823
QUEENS,4624098,9/17/2022,12/20/2021,Q00610887-I1-GC-CX,,Permit Issued,Q00610887-I1,Alteration CO,Yes,,Permit Entire,2940.0,2,2,275200.0,189-22 117 ROAD  QUEENS,12600,11,412,J&J DESIGNS INC,40.69096,-73.76141
QUEENS,4869560,3/18/2022,9/8/2021,Q00544884-I1-GC-CX,,Permit Issued,Q00544884-I1,New Building,,,Permit Entire,300.0,0,1,15000.0,42-25 GAR 190 STREET  QUEENS,5366,35,411,DHC CONTRACTING INC,40.75882,-73.79135
Staten Island,5082287,7/4/2022,7/1/2021,52021474001AL08,AL,Issued,520214740,A1,Y,,PERMIT ISSUED - ENTIRE JOB/WORK,0.0,2,2,15000.0,5264 AMBOY ROAD  Staten Island,6523,85,503,CHARLES A. MAGRINO  A.I.A.,40.53402,-74.18561
Staten Island,5150144,5/16/2022,5/26/2021,50082464601NB15,NB,Issued,500824646,NB,,,PERMIT ISSUED - PARTIAL JOB,2043.0,2,3,0.0,121 SWAN STREET  Staten Island,569,331,501,JOSEPH M MORACE ARCHITECTS,40.63539,-74.07905
STATEN ISLAND,5003250,5/1/2022,12/1/2021,S00489676-S1-PL,,Permit Issued,S00489676-S1,Alteration CO,Yes,,Permit Entire,2981.04,1,2,14750.0,463 KISSEL AVENUE  STATEN ISLAND,132,35,501,PIPESTYLISTS  INC,40.63263,-74.1038
STATEN ISLAND,5010332,2/28/2022,1/13/2022,S00507853-I1-GC,,Permit Issued,S00507853-I1,Alteration CO,Yes,Yes,Permit Entire,2811.0,1,3,396450.0,32 MARGARETTA COURT  STATEN ISLAND,368,69,501,CHAMPION INTERNATIONAL CO,40.61768,-74.12648
STATEN ISLAND,5015935,1/13/2023,1/13/2022,S00552682-I1-ST,,Permit Issued,S00552682-I1,Alteration CO,,Yes,Permit Entire,3214.0,1,3,439636.0,18 CEDAR CLIFF ROAD  STATEN ISLAND,618,250,501,CEDARS CONSTRUCTION CORP,40.61704,-74.08814
STATEN ISLAND,5017667,2/20/2022,1/5/2022,S00552789-S3-PL,,Permit Issued,S00552789-S3,New Building,,,Permit Entire,1662.0,1,3,24000.0,56 NORWALK AVENUE  STATEN ISLAND,701,34,502,FINE MECHANICAL CORP,40.60507,-74.11872
STATEN ISLAND,5018385,6/30/2022,9/22/2021,S00561988-S1-EA,,Permit Issued,S00561988-S1,New Building,,,Permit Entire,2214.0,1,2,9500.0,120 PERRY AVENUE  STATEN ISLAND,726,65,501,PALERMO CONSTRUCTION CORP,40.60921,-74.13025
STATEN ISLAND,5018404,4/20/2022,12/14/2021,S00583116-S1-PL,,Permit Issued,S00583116-S1,New Building,,,Permit Entire,2517.12,1,3,45000.0,90 WHEELER AVENUE  STATEN ISLAND,727,51,501,FLOW-RIGHT PLBG & HTG COR,40.60993,-74.13143
STATEN ISLAND,5018478,6/1/2022,12/2/2021,S00562371-I1-GC,,Permit Issued,S00562371-I1,Alteration CO,Yes,Yes,Permit Entire,2295.0,2,2,150000.0,2140 VICTORY BOULEVARD  STATEN ISLAND,730,4,501,M. JORDAN GENERAL CONTRAC,40.61207,-74.13472
STATEN ISLAND,5019674,1/26/2022,10/8/2021,S58559482-S1-PL,,Signed-off,S00560568-S1,New Building,,,Permit Entire,3598.05,2,3,55000.0,47 GRAVES STREET  STATEN ISLAND,768,11,502,QUALITY PLUMBING  INC,40.60465,-74.12956
STATEN ISLAND,5020684,9/18/2022,12/8/2021,S00511416-I1-GC,,Permit Issued,S00511416-I1,Alteration CO,Yes,Yes,Permit Issued,4494.0,2,3,191109.94,506 GOWER STREET  STATEN ISLAND,801,61,502,M&R IMPROVEMENTS CORP,40.59952,-74.12353
STATEN ISLAND,5022106,1/26/2022,12/23/2021,S18311229-S2-PL,,Permit Issued,S00493482-S2,Alteration CO,Yes,Yes,Permit Entire,2647.0,1,2,22000.0,137 MASON STREET  STATEN ISLAND,850,43,502,QUALITY PLUMBING  INC,40.59979,-74.09558
STATEN ISLAND,5031515,9/12/2022,10/14/2021,S00576218-I1-GC-CX,,Permit Issued,S00576218-I1,Alteration CO,Yes,,Permit Entire,3889.0,1,2,269640.0,206 LANDER AVENUE  STATEN ISLAND,1599,7,502,JON ADAMO,40.61396,-74.16612
STATEN ISLAND,5037298,1/26/2022,11/18/2021,S10573611-S1-PL,,Permit Issued,S00524204-S1,Alteration CO,Yes,,Permit Entire,3834.0,1,1,22500.0,375 LIGHTHOUSE AVENUE  STATEN ISLAND,2287,107,502,QUALITY PLUMBING  INC,40.57617,-74.1399
STATEN ISLAND,5042763,1/26/2022,9/29/2021,S60560001-S1-PL,,Permit Issued,S00489552-S1,New Building,,,Permit Entire,2584.44,1,3,24000.0,132 CLIFTON AVENUE  STATEN ISLAND,2851,16,501,QUALITY PLUMBING  INC,40.61419,-74.068
STATEN ISLAND,5043921,5/13/2022,1/3/2022,S00491304-S3-CC,,Permit Issued,S00491304-S3,New Building,,,Permit Entire,2897.61,2,3,5500.0,52 BELL STREET  STATEN ISLAND,2971,13,501,WALLACE AVENUE CONSTR LLC,40.61273,-74.07659
STATEN ISLAND,5045625,3/18/2022,8/18/2021,S00507409-S1-PL,,Permit Issued,S00507409-S1,New Building,,,Permit Entire,4557.0,1,3,20000.0,89 DUER AVENUE  STATEN ISLAND,3106,16,502,DONATO  INC,40.60024,-74.06327
STATEN ISLAND,5046307,7/11/2022,7/14/2021,S00521574-I1-GC-CX,,Permit Issued,S00521574-I1,New Building,,,Permit Entire,4670.0,1,2,951000.0,25 GRASMERE AVENUE  STATEN ISLAND,3163,22,502,GREEN APPLE CONSTRUCTION,40.60356,-74.08459
STATEN ISLAND,5047290,2/19/2022,10/18/2021,S00503888-I1-GC-CX,,Permit Issued,S00503888-I1,New Building,,,Permit Entire,2524.0,1,2,252400.0,798 WEST FINGERBOARD ROAD  STATEN ISLAND,3225,12,502,PISILI INC,40.6016,-74.08099
STATEN ISLAND,5048464,3/3/2022,9/28/2021,S00542237-S3-CC,,Permit Issued,S00542237-S3,New Building,,,Permit Entire,3637.33,2,3,1416.0,42 ATLANTIC AVENUE  STATEN ISLAND,3293,28,502,J. SMITH CONSTRUCTION INC,40.59404,-74.09678
STATEN ISLAND,5048619,3/5/2022,7/1/2021,S00493416-I1-GC,,Permit Issued,S00493416-I1,New Building,,,Permit Entire,3600.0,2,3,425000.0,73 ALTER AVENUE  STATEN ISLAND,3300,84,502,A. FONTANA & SONS LLC,40.59252,-74.0977
STATEN ISLAND,5048856,1/30/2022,11/29/2021,S00478042-I1-GC,,Permit Issued,S00478042-I1,Alteration CO,Yes,Yes,Permit Entire,6084.75,1,2,5000.0,58 BEAR STREET  STATEN ISLAND,3316,9,502,ABA INNOVATIVE BUILDERS I,40.59218,-74.09479
STATEN ISLAND,5049288,4/1/2022,9/29/2021,S69281240-S1-PL,,Permit Issued,S00518592-S1,New Building,,,Permit Entire,3616.39,2,3,25000.0,291 ALTER AVENUE  STATEN ISLAND,3337,42,502,K.M.D. MCHNCL 1443 LLC,40.58906,-74.0911
STATEN ISLAND,5050019,7/1/2022,9/7/2021,S00491503-S1-PL,,Permit Issued,S00491503-S1,New Building,,,Permit Entire,1890.0,1,3,1.0,374 CROMWELL AVENUE  STATEN ISLAND,3378,112,502,MPC PLUMBING & HEATING IN,40.58671,-74.08978
STATEN ISLAND,5051386,4/29/2022,9/22/2021,S00509991-S1-PL,,Permit Issued,S00509991-S1,New Building,,,Permit Entire,3650.0,2,25,30000.0,148 HUNTER AVENUE  STATEN ISLAND,3571,62,502,SUPERIOR PLUMBING & HEATI,40.58111,-74.10357
STATEN ISLAND,5054612,7/1/2022,1/11/2022,S00606755-S1-PL,,Permit Issued,S00606755-S1,New Building,,,Permit Entire,1800.0,1,3,15000.0,11 HEMPSTEAD AVENUE  STATEN ISLAND,3800,5,502,MPC PLUMBING & HEATING IN,40.57348,-74.09292
STATEN ISLAND,5055821,5/1/2022,8/24/2021,S49169469-S1-PL,,Permit Issued,S00517271-S1,New Building,,,Permit Entire,3514.56,4,2,53000.0,170 MILL ROAD  STATEN ISLAND,4037,13,502,DUO PLUMBING & HTG CORP.,40.56451,-74.10962
STATEN ISLAND,5058543,3/11/2022,12/7/2021,S00581833-I1-GC-CX,,Permit Issued,S00581833-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,2729.0,1,3,497575.0,114 PETER AVENUE  STATEN ISLAND,4274,105,503,MONELLO ENTERPRISES INC,40.56462,-74.12112
STATEN ISLAND,5065362,4/20/2022,9/17/2021,S00525956-S1-PL,,Permit Issued,S00525956-S1,New Building,,,Permit Entire,3932.0,2,3,55000.0,29 HIGHLAND ROAD  STATEN ISLAND,5119,58,503,FLOW-RIGHT PLBG & HTG COR,40.55118,-74.14378
STATEN ISLAND,5067452,3/12/2022,8/12/2021,S00519536-S2-FN,,Permit Issued,S00519536-S2,Alteration CO,,Yes,Permit Entire,1510.66,1,2,5000.0,282 NELSON AVENUE  STATEN ISLAND,5272,38,503,MP REALTY HOLDING CORP,40.54268,-74.14673
STATEN ISLAND,5068495,6/30/2022,12/9/2021,S00583430-I1-GC-CX,,Permit Issued,S00583430-I1,New Building,,,Permit Entire,2892.0,1,3,361500.0,75 GROTON STREET  STATEN ISLAND,5316,83,503,PALERMO CONSTRUCTION CORP,40.53637,-74.1499
STATEN ISLAND,5069198,11/11/2022,12/27/2021,S00494439-S2-GC-CX,,Permit Issued,S00494439-S2,Alteration CO,Yes,,Permit Entire,2506.96,1,2,55002.96,4202 RICHMOND AVENUE  STATEN ISLAND,5348,170,503,RAISE THE ROOF GC INC,40.53601,-74.15763
STATEN ISLAND,5073862,11/11/2022,12/2/2021,S00547285-I1-GC-CX,,Permit Issued,S00547285-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,,Permit Entire,2864.6,1,2,378795.0,48 SYLVIA STREET  STATEN ISLAND,5590,30,503,RAISE THE ROOF GC INC,40.54403,-74.16714
STATEN ISLAND,5077121,3/15/2022,10/15/2021,S29148257-S1-PL,,Permit Issued,S00515397-S1,New Building,,,Permit Entire,4185.49,2,3,36000.0,825 CARLTON BOULEVARD  STATEN ISLAND,5694,36,503,JFR CONSTRUCTION CORP,40.54646,-74.17607
STATEN ISLAND,5082141,5/12/2022,12/10/2021,S00488778-S4-MS,,Permit Issued,S00488778-S4,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,4358.0,1,2,99999.0,289 POILLON AVENUE  STATEN ISLAND,6442,18,503,JADE CONSTRUCTION & CONTR,40.52808,-74.17515
STATEN ISLAND,5084576,4/20/2022,12/7/2021,S00524084-S1-PL,,Permit Issued,S00524084-S1,New Building,,,Permit Entire,5346.11,1,3,36000.0,656 MARCY AVENUE  STATEN ISLAND,6891,48,503,FLOW-RIGHT PLBG & HTG COR,40.54063,-74.20178
STATEN ISLAND,5084877,4/2/2022,7/2/2021,S00504025-I1-GC-CX,,Permit Issued,S00504025-I1,New Building,,,Permit Entire,3452.0,2,3,345200.0,957 IONIA AVENUE  STATEN ISLAND,6919,63,503,PINA DEVELOPEMENT LLC,40.5352,-74.20505
STATEN ISLAND,5085244,6/30/2022,8/31/2021,S00481322-S1-PL,,Permit Issued,S00481322-S1,New Building,,,Permit Entire,3111.0,2,3,62000.0,452 ASHLAND AVENUE  STATEN ISLAND,6947,17,503,CARMINE'S MECHANICAL INC,40.52903,-74.20728
STATEN ISLAND,5085270,4/9/2022,10/6/2021,S00508555-S1-PL,,Permit Issued,S00508555-S1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,3202.0,1,3,60000.0,452 BRADFORD AVENUE  STATEN ISLAND,6948,16,503,PATRIOT PLBG & HTG INC,40.52968,-74.20769
STATEN ISLAND,5087329,4/20/2022,10/28/2021,S00477488-S1-PL,,Permit Issued,S00477488-S1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,6420.0,1,3,30000.0,424 RICHARD AVENUE  STATEN ISLAND,7710,529,503,FLOW-RIGHT PLBG & HTG COR,40.50783,-74.2241
STATEN ISLAND,5088080,1/26/2022,10/20/2021,S73621157-S1-PL,,Permit Issued,S00509020-S1,New Building,,,Permit Entire,6487.76,1,3,1.0,368 SLEIGHT AVENUE  STATEN ISLAND,7893,7,503,QUALITY PLUMBING  INC,40.50831,-74.24204
STATEN ISLAND,5104444,4/1/2022,11/5/2021,S00514872-S1-PL,,Permit Issued,S00514872-S1,New Building,,,Permit Entire,2888.0,2,3,57500.0,540 SINCLAIR AVENUE  STATEN ISLAND,6316,7,503,K.M.D. MCHNCL 1443 LLC,40.5426,-74.19311
STATEN ISLAND,5140311,2/18/2022,1/13/2022,S00517281-I1-GC-CX,,Permit Issued,S00517281-I1,New Building,,,Permit Entire,200.0,0,1,30000.0,170GAR MILL ROAD  STATEN ISLAND,4037,13,502,DIMOLA CONSTRUCTION CORP,40.56451,-74.10962
STATEN ISLAND,5141042,1/28/2022,9/21/2021,S00515399-I1-GC-CX,,Permit Issued,S00515399-I1,New Building,,,Permit Entire,300.91,0,1,45136.5,825GAR CARLTON BOULEVARD  STATEN ISLAND,5694,36,503,D.C.F. CONTRACTING INC,40.54646,-74.17607
STATEN ISLAND,5164123,2/28/2022,6/28/2021,S00487063-S2-FN,,Permit Issued,S00487063-S2,New Building,,,Permit Entire,4450.0,2,3,1.0,150 WEINER STREET  STATEN ISLAND,7577,8900,503,BRIDLE ESTATES INC,40.5239,-74.22965
STATEN ISLAND,5170158,8/3/2022,12/28/2021,S00508417-S1-PL,,Permit Issued,S00508417-S1,New Building,,,Permit Entire,3210.0,1,2,46000.0,49 ALLEGRO STREET  STATEN ISLAND,6461,43,503,WALTER J.GRANDE P & H INC,40.52812,-74.17612
STATEN ISLAND,5170829,3/12/2022,11/4/2021,S00513320-I1-GC-CX,,Permit Issued,S00513320-I1,New Building,,,Permit Entire,2888.0,2,3,450000.0,534 SINCLAIR AVENUE  STATEN ISLAND,6316,3,503,MP REALTY HOLDING CORP,40.54266,-74.19361
STATEN ISLAND,5171122,3/10/2022,7/13/2021,S00493287-I1-GC-CX,,Permit Issued,S00493287-I1,New Building,,,Permit Entire,2565.91,2,3,1.0,177 MACGREGOR STREET  STATEN ISLAND,6680,126,503,MASTER BUILT HOMES INC,40.52404,-74.19902
STATEN ISLAND,5171368,4/1/2022,11/8/2021,S00514943-S1-PL,,Permit Issued,S00514943-S1,New Building,,,Permit Entire,2888.0,2,3,57500.0,546 SINCLAIR AVENUE  STATEN ISLAND,6316,1,503,K.M.D. MCHNCL 1443 LLC,40.54252,-74.19342
STATEN ISLAND,5174631,1/26/2022,7/8/2021,S00487794-I1-GC-CX,,Permit Issued,S00487794-I1,New Building,,,Permit Entire,301.0,0,1,45150.0,630GAR DARLINGTON AVENUE  STATEN ISLAND,6913,8,503,MADONIA DEVELOPMENT CORP,40.53269,-74.20691
STATEN ISLAND,5174658,3/12/2022,12/9/2021,S00608982-S2-FN,,Permit Issued,S00608982-S2,New Building,,,Permit Entire,2981.5,2,3,2192.0,134 AVISTON STREET  STATEN ISLAND,4689,8,503,MP REALTY HOLDING CORP,40.55596,-74.11795
STATEN ISLAND,5174666,4/11/2022,9/22/2021,S00513090-I1-GC-CX,,Permit Issued,S00513090-I1,New Building,,,Permit Entire,4560.0,2,3,425000.0,37 CRESTON PLACE  STATEN ISLAND,577,20,501,HUSIC INC,40.63403,-74.08399
STATEN ISLAND,5174672,2/23/2022,11/10/2021,S00479227-S1-PL,,Permit Issued,S00479227-S1,New Building,,,Permit Entire,4356.0,2,2,20000.0,3058 RICHMOND ROAD  STATEN ISLAND,4302,77,503,ALISON PLBG & HTG INC,40.57554,-74.1236
STATEN ISLAND,5174812,1/26/2022,12/27/2021,S82540239-S1-PL,,Permit Issued,S00563209-S1,New Building,,,Permit Entire,4363.0,2,3,73500.0,543 STAFFORD AVENUE  STATEN ISLAND,6340,63,503,QUALITY PLUMBING  INC,40.543,-74.19615
STATEN ISLAND,5174813,3/8/2022,9/2/2021,S00563276-I1-GC-CX,,Permit Issued,S00563276-I1,New Building,,,Permit Entire,279.0,0,1,47900.0,543GAR STAFFORD AVENUE  STATEN ISLAND,6340,63,503,A.E.H BUILDERS CORP,40.543,-74.19615
STATEN ISLAND,5174833,4/1/2022,10/7/2021,S57687279-S1-PL,,Permit Issued,S00489421-S1,New Building,,,Permit Entire,2945.38,1,3,27000.0,155 DUDLEY AVENUE  STATEN ISLAND,605,72,501,K.M.D. MCHNCL 1443 LLC,40.61566,-74.10209
STATEN ISLAND,5174852,4/20/2022,9/21/2021,S00521744-S2-PL,,Permit Issued,S00521744-S2,New Building,,,Permit Entire,2258.0,1,3,21000.0,16 BARTOW STREET  STATEN ISLAND,5097,15,503,FLOW-RIGHT PLBG & HTG COR,40.55414,-74.13936
STATEN ISLAND,5174853,4/20/2022,9/21/2021,S00521624-S2-PL,,Permit Issued,S00521624-S2,New Building,,,Permit Entire,2258.0,1,3,21000.0,12 BARTOW STREET  STATEN ISLAND,5097,14,503,FLOW-RIGHT PLBG & HTG COR,40.55417,-74.13939
STATEN ISLAND,5174854,4/20/2022,9/22/2021,S00487213-S2-PL,,Permit Issued,S00487213-S2,New Building,,,Permit Entire,2258.0,1,3,21000.0,10 BARTOW STREET  STATEN ISLAND,5097,13,503,FLOW-RIGHT PLBG & HTG COR,40.55407,-74.13966
STATEN ISLAND,5174855,4/20/2022,9/21/2021,S00521035-S2-PL,,Permit Issued,S00521035-S2,New Building,,,Permit Entire,2258.0,1,3,21000.0,8 BARTOW STREET  STATEN ISLAND,5097,12,503,FLOW-RIGHT PLBG & HTG COR,40.55404,-74.13963
STATEN ISLAND,5174866,3/13/2022,7/16/2021,S00518595-I1-GC-CX,,Permit Issued,S00518595-I1,New Building,,,Permit Entire,300.93,0,1,45139.5,291GAR ALTER AVENUE  STATEN ISLAND,3337,42,502,DELTAMER  INC,40.58906,-74.0911
STATEN ISLAND,5174887,5/1/2022,8/24/2021,S20604153-S1-PL,,Permit Issued,S00517260-S1,New Building,,,Permit Entire,3514.56,4,2,53000.0,172 MILL ROAD  STATEN ISLAND,4037,10,502,DUO PLUMBING & HTG CORP.,40.56485,-74.1097
STATEN ISLAND,5174888,2/18/2022,1/13/2022,S00517278-I1-GC-CX,,Permit Issued,S00517278-I1,New Building,,,Permit Entire,200.0,0,1,30000.0,172GAR MILL ROAD  STATEN ISLAND,4037,10,502,DIMOLA CONSTRUCTION CORP,40.56485,-74.1097
STATEN ISLAND,5174924,3/5/2022,7/2/2021,S00490062-I1-GC,,Permit Issued,S00490062-I1,New Building,,,Permit Entire,3600.0,2,3,425000.0,71 ALTER AVENUE  STATEN ISLAND,3300,86,502,A. FONTANA & SONS LLC,40.59255,-74.09775
STATEN ISLAND,5174925,3/5/2022,7/2/2021,S00508780-I1-GC,,Permit Issued,S00508780-I1,New Building,,,Permit Entire,300.0,0,1,25000.0,71GAR ALTER AVENUE  STATEN ISLAND,3300,86,502,A. FONTANA & SONS LLC,40.5924,-74.09792
STATEN ISLAND,5174926,3/5/2022,7/2/2021,S00508855-I1-GC,,Permit Issued,S00508855-I1,New Building,,,Permit Entire,300.0,0,1,25000.0,73GAR ALTER AVENUE  STATEN ISLAND,3300,84,502,A. FONTANA & SONS LLC,40.59252,-74.0977
STATEN ISLAND,5174937,5/1/2022,11/13/2021,S00516741-S1-PL,,Permit Issued,S00516741-S1,New Building,,,Permit Entire,3398.0,2,2,55000.0,472 TENNYSON DRIVE  STATEN ISLAND,5321,34,503,DUO PLUMBING & HTG CORP.,40.53378,-74.15143
STATEN ISLAND,5174938,5/1/2022,11/13/2021,S00517678-S1-PL,,Permit Issued,S00517678-S1,New Building,,,Permit Entire,3472.0,2,2,55000.0,474 TENNYSON DRIVE  STATEN ISLAND,5321,37,503,DUO PLUMBING & HTG CORP.,40.53371,-74.15129
STATEN ISLAND,5174939,4/10/2022,10/4/2021,S00518480-I1-GC,,Permit Issued,S00518480-I1,New Building,,,Permit Issued,240.0,0,1,20400.0,474 GARAGE TENNYSON DRIVE  STATEN ISLAND,5321,37,503,BEYER CONSTRUCTION CORP,40.53371,-74.15129
STATEN ISLAND,5174957,1/26/2022,9/29/2021,S96662647-S1-PL,,Permit Issued,S00489554-S1,New Building,,,Permit Entire,2584.44,1,3,24000.0,130 CLIFTON AVENUE  STATEN ISLAND,2851,17,501,QUALITY PLUMBING  INC,40.61439,-74.06811
STATEN ISLAND,5174963,1/26/2022,12/9/2021,S31527076-S1-PL,,Permit Issued,S00583931-S1,New Building,,,Permit Entire,2998.0,1,3,28000.0,193 BARLOW AVENUE  STATEN ISLAND,5444,87,503,QUALITY PLUMBING  INC,40.55952,-74.15435
